genres,movie_id,original_title,plot,cast
"['Mystery', 'Thriller', 'Drama']",210577,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","['Ben Affleck', 'Rosamund Pike', 'Carrie Coon']"
"['Action', 'Drama', 'Mystery']",2501,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?","['Matt Damon', 'Franka Potente', 'Chris Cooper']"
"['Adventure', 'Action', 'Thriller']",710,GoldenEye,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,"['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco']"
"['Crime', 'Drama', 'Mystery']",2275,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.","['John Travolta', 'Madeleine Stowe', 'James Cromwell']"
"['Comedy', 'Drama']",37165,The Truman Show,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.","['Jim Carrey', 'Laura Linney', 'Noah Emmerich']"
"['Adventure', 'Animation', 'Drama']",9837,The Prince of Egypt,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.","['Val Kilmer', 'Ralph Fiennes', 'Patrick Stewart']"
"['Comedy', 'Family']",10708,Daddy Day Care,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.","['Eddie Murphy', 'Jeff Garlin', 'Steve Zahn']"
"['Action', 'Comedy', 'Crime']",136400,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']"
"['Comedy', 'Family']",10992,Cats & Dogs,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.","['Jeff Goldblum', 'Elizabeth Perkins', 'Alexander Pollock']"
"['Action', 'Crime']",9654,The Italian Job,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.","['Mark Wahlberg', 'Charlize Theron', 'Edward Norton']"
"['Romance', 'Comedy']",2642,Two Weeks Notice,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.","['Sandra Bullock', 'Hugh Grant', 'Alicia Witt']"
"['Adventure', 'Animation', 'Comedy']",8916,Antz,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.","['Woody Allen', 'Dan Aykroyd', 'Anne Bancroft']"
"['Comedy', 'Romance']",19899,Couples Retreat,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.","['Vince Vaughn', 'Malin Åkerman', 'Jason Bateman']"
['Adventure'],2119,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.","['Tom Cruise', 'Robert Duvall', 'Nicole Kidman']"
['Comedy'],9641,Cheaper by the Dozen 2,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,","['Steve Martin', 'Eugene Levy', 'Bonnie Hunt']"
['Action'],294254,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.","[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']"
['Drama'],38167,Eat Pray Love,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.","['Julia Roberts', 'James Franco', 'Javier Bardem']"
"['Comedy', 'Drama', 'Romance']",5994,The Family Man,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.","['Nicolas Cage', 'Téa Leoni', 'Don Cheadle']"
"['Action', 'Adventure', 'Comedy']",39514,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.","['Bruce Willis', 'John Malkovich', 'Helen Mirren']"
['Drama'],9563,Any Given Sunday,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world.,"['Al Pacino', 'Cameron Diaz', 'Dennis Quaid']"
"['Drama', 'Romance']",547,The Horse Whisperer,"Based on the novel by the same name from Nicholas Evans, the talented Robert Redford presents this meditative family drama set in the country side. Redford not only directs but also stars in the roll of a cowboy with a magical talent for healing.","['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill']"
"['Drama', 'Crime', 'Thriller']",1538,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith']"
"['Action', 'Fantasy', 'Adventure']",9334,The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.","['Dwayne Johnson', 'Kelly Hu', 'Michael Clarke Duncan']"
"['Drama', 'Action', 'Thriller']",11128,Ladder 49,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids.","['Joaquin Phoenix', 'John Travolta', 'Jacinda Barrett']"
"['Crime', 'Drama', 'Thriller']",75780,Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.","['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']"
